text,label
" تبریک به همه پرسپولیسی های 
کهکشان راه شیری www.link.com",HAPPY
" ضربِ طالب!
بقایای یک جسد سوخته.
👊
🏳 www.link.com",ANGRY
گراز زیاد شکار میکنیم اینور ، دنده هاش و اضافه استخوناش رو رفیقم گریل میکنه میده به مرغهاش!! باور کردنی نیست اما عاشق گوشتشن!! حالا عوضش یه سگ داره تا ولش میکنن تو حیاط میره سبزی‌های باغچه‌شون رو میخوره!!!!,HAPPY
 وقتی هم مغرور باشی و هم لجباز ، مجبوری واسه غرورت با همه کس سر همه چیز لج کنی,FEAR
بله خب توییتر مال تیک آبی هاییه که خودشون توییتر رو فیلتر کردن,SURPRISE
ما با عرق خارشتر میخوریم تلخیشو میگیره,SAD
"از میزان مظلومیتم هم بذارید اینطور بگم ک گفتم میخوام برم آرایشگاه گفتن ن تا روز کنکور حق نداری بری بیرون کرونا میگیری ؛ وقتیم گفتم سر جلسه ک بدتر و طولانی تره و این حرفا ، گفتن اون موقع دیگه کنکورتو دادی اشکال نداره :)))..
سلامتی من پشمه 😐💔
سلامتی شما چطور؟
#تعویق_تاشرایط_ایمن",HAPPY
"خدایی چجوری بعضیا با یدونه بالشت میخوابن؟
کمِ کم دوتا رو از من بپذیرید دیگه",SAD
خدا خیرشون بده که مارو مدیون خودشون میکنن,HAPPY
" بعداز آتش‌سوزی کارخونه عظیم #میهن، بعضی از برندهای ایرانی ابراز همدری و همراهی کردن.

وسط اینهمه خبر بد، این حرکتا روحیه‌ بخش…",HATE
@username اون پسره یا دختر تو عکس؟!,SURPRISE
احساس می‌کنم اگر همین الان نخوابم، تمام مواد شیرینی که دارم توی خونه رو می‌خورم,SAD
هشتک محکومیت اتحادیه اروپا در همدستی با جنایتکاران را برنامه ریزی کنید. #اتحادیه_اروپا_همدست_جمهوری_اسلامی_جنایتکار,ANGRY
توی یه دنیای پرفکت، سان میاد از فوتبال بد نیوز بعنوان منبع استفاده میکنه,SAD
کاش حداقل بدونم حضرت نوح کجا داره کشتی میسازه که خدا انقدر بارون نازل میکنه,ANGRY
" خودتون حالتون بهم نمیخوره از این سکوت مشمئز کننده؟!
⁦ @username⁩ 
⁦ @username⁩ 
⁦ @username⁩ 
⁦ @username⁩ 

⁧ #نه_به_…",SURPRISE
نمیدونم. اکثر موارد انسان هایی نادرست با severe commitment problems در بقیه موارد هم بد شانسی؟,SURPRISE
آدم اینجور وقتا همش امیدواره که اشتباه دراد و به خودش بگه خاک بر سر منفی بافت تا درست دراد و بگه حق با تو بود,ANGRY
 سازمان ورزشي كه نتونه جان يه ورزشكار رو نجات بده همون بهتر كه تحريم و تعليق شه #BanIRSports4Navid,HATE
نه تا گفت اینهمه سکه پسرخالم گفت فشارم افتاد رفت حیاط بعدش گفت من رفتم خونه شما آزانس بگیرید بیایید. حالا رفتم در گوش خالم گفتم میگه واویلا ذلیل بشی بچه آبرومونو بردفرار کرد ,ANGRY
اون دختر جوونی نکردش رو تو خونه شوهرش داره میکنه ،اگه انتخاب خودش بوده که خاک تو سرش با این زندگی کردنش اما اگه به زور ازدواج‌کرده از نظر من نباید بهش خرده گرفت,ANGRY
محبوب زیبا با ما چه کردی جز جفا؟,SAD
@username @username وقتی عکس با فلشه یه جفت چشم مردمک قرمز که به افق نگاه میکنه و گچ ریخته زیر چشم :))))))))))),SURPRISE
دمی با غم به سر بردن جهان یک سر نمی‌ارزد...,SAD
@username @username @username @username فحاشی و توهین بفرمایین از همون نیکو خانمتون بپرسین که چه فحش های نا*وسی به بچه های ما دادن 🤷‍♀️,HATE
یه پشهه‌س تو اتاقمه، قشنگ یه هفتس با هم تو رابطه‌ایم و داره ۸۰ درصد لذت رو بهم تحمیل میکنه، و باعث شده چندین بار بزنم تو سر و صورت خودمم حتی :| پفیوز مث بتمن میمونه، میاد کارشو میکنه بعد غیب میشه کلا,HATE
@username نوبت اینم می رسه بیفته تو دام,HATE
اگه حوصله ات پوکیده بود بهم میگفتی روابط عمومی نه روابت عمومی :&lt; فلذا هنوز کامل نپوکیده,SURPRISE
" ♨️گزارش فوری آخرین وضعیت کمپین درخواست تحریم ورزش ایران 
#BanIRSports4Navid 
با 4500 شرکت کننده مرز 30 هزار تویت را پشت س…",ANGRY
به سلامتی و عاقبت بخیری ان‌شاءالله ,HAPPY
توقع زیادی داری از کسی که برای عربها کار میکنه.,HATE
دیگه با وجود کرونا از این کارا هم نمیشه کرد ,SAD
"مشکلم با چپ ها دقیقا همینه 
فکر میکنن نظرشون دقیقا درست هستش و اصلا جای بحثی نیست 
کاملا چرت بود و اخرین چیزی که به ذهن من رسید بعد از خوندن رمان اینکه شاید کاراکتر ترنس باشه 
این قدر گروه بندی نکنین همه چیرو www.link.com",ANGRY
خون های جوانان و نوجوانانی که بیشتر در استانهای مرزی به خاطر تکه نانی کشته میشوند سرانجام روزی چون سیل زالوهایی را که سالهاست خون این ملت را می مکند خواهد برد. به والله این سرزمین بزرگتر از قواره و توان این #فرقه_تبهکار است. #آزاد_خسروی #فرهاد_خسروی #نه_به_ویرانی_طلبی,SAD
رول دارچین از حوصلت خارجه سلطان,ANGRY
کاش هرکس سایلنت مود داشت خسته شدی از حرفاش میزدیش رو سایلنت خفه شه,ANGRY
به مولایم میگویم تو شمشیرت را بده تا منم موبایلم وبدم .در یک آن گردنش میزنم,ANGRY
لاغر شدم خیلی زشت شدم ولی :(,FEAR
Infrared signature بر اساس دما و محصولات خروجی رصد میشود، محصولات خروجی موشک های samو دمای خروجی انها با سایر موشکها چه فرقی میکند؟ ضمنا موشک های samهم در دسته موشکهای تاکتیکی قرار می گیرند.,SURPRISE
نخست وزیر در فرایند دموکراتیک انتخاب می شود. میشه عوضش کرد. اتفاقا وظیفه شاه، همین هست، اعمال اراده ملت. مثلا عزل نخست وزیر در شرایط خاص و درخواست از مجلس برای انتخاب نخست وزیر جدید. نیازی به انقلاب و آشوب نیست. مثلا نیازی نیست کل سوریه ونزوئلا قتل عام بشن برای بشار اسد یا چاوز,SAD
"آلبوم موسیقیِ این روزها،
در من برو شکار...",SURPRISE
" سرش بر دار رفت، اما اجازه نداد سربلندی و سرافرازی را از او بگیرند. . .

قهرمان وطن #نوید_افکاری 
#BanIRSports4Navid",SAD
" منطق دفاع از حقوق هسته ای در مذاکرات، همان منطق دفاع خرمشهر درجنگ بود. 

اگر میخواستیم به جای دفاع ازخرمشهر بر سرآن مصال…",FEAR
@username @username اره شاید، کسشر بود به هر حال =)))))),HAPPY
 @username خانم الهیان به غیر از ما که توی توییتر فعالیت داریم و خواستار تعویق تا شرایط ایمن هستیم کلی داوطلب کنکور هم…,ANGRY
امروز توی مستند حیات وحش نشنال‌جئوگرافیک دیدم ماده شیرها هم به جفتشون خیانت میکنن ! میخوام بگم بی بند و باری و فرار از قوانین زیستی توی حیونام هست. انسان که دیگه جای خود داره!,FEAR
" ای قهرمان زیبنده گردن تو مدال طلای قهرمانیست نه طناب دار!
#نوید_را_نکشید 
#نوید_افکاری www.link.com",HAPPY
"مشکل اونجاییه که ما تصویر بزرگتر رو نمیبینیم
دغدغه اصلی من اشتغال و درامد وکلا نیست
موضوع کاملا سیاسیه. تحمل وکلای مستقل برای حاکمیتِ تمامیت خواه سخته. میخوان وکیل در حد کارمند باشه تا هر وقت خواستن اخراج و تنبیه ش کنن
همون بلایی که سر قضات اوردن و استقلالشون رو گرفتن www.link.com",SAD
"@username یا مثلا اسم شاه‌‌ َن‌شاه محمدرضا باشه!؟
اصلا هیچی دیگه سرجاش نیست 😐",ANGRY
" رو پای خودت باش، ولی گاهی دوستات رو با خواسته های معمولی امتحان کنن ببین باهاشون چند چندی
بعضیا فقط خوب حرف میزنن اما تو…",FEAR
باز خوبه نرفتی مثلا یه فست‌فود بزنی :),HAPPY
به نظرم تمام کردی دیگه,HAPPY
 راهی بیمارستانم برای گرفتن مدارک پزشکی و بستری شارمین. دیروز تماس گرفت. واکر درخواست کرد. درد گردن امانش بریده بود  گویا…,FEAR
دلت خونه ازون پفيوزا هنوز؟ حاج آقا دايورت كن اون مستند چهره هاى نورانيت قراره به زودى تو تلويزيون ملى بياد رو آنتن,HATE
بهتريين توصيف موجود بود البته ي دسته بزرگ الاغ بهتر بود گوسفند بخدا كلي خاصيت داره,SURPRISE
" خسته شدی از هشتک زدن؟
یه سوال اونا از اعدام ماها خسته میشن؟
پس دستمونو بگیر وقتی باهمیم قوی تریم.
#لغو_فوری_اعدام 
#معترضان…",ANGRY
اقا من امروز چارت ندیدم پنصد دلار از دست دادم ,SURPRISE
" امشب منم مهمان تو ، دست من و دامان تو
یا قفل در وا می کنی ، یا تا سحر دف می زنم

#سالار_عقیلی 

#آهنگی_که_گوش_میدم 😊",HAPPY
چرا نمیری پیش یه روانشناس حرف بزنی؟؟؟,ANGRY
چشم وا کردم و دیدم خبر از شیرین نیست.,SAD
تا کی باید این جمله‌ی چون تو جامعه ما عرف همینه، پس تو هم باید طبق عرف جامعه عمل بکنی؛ قرار سوهان روح باشه؟ کی عرف جامعه رو تعیین میکنه؟,ANGRY
 یچیزایی دیدم و شنیدم تو این نوع دعواها اصلا راز هایی برملا شده که نگو,FEAR
آلن عزیز، ایرانیان و کردها تمام یا بیشتر بدبختی‌شون از صدقه اسلامه. دیگه بسه,HATE
اینجا بود که نسخه خودرو سازی را پیچید و تا الان هم نفر اول پشت پرده خودرو سازی ایران هست. و عامل فلج شدن و نابود شدن صنعت خودرو کشور شد. روایت #بهزاد_نبوی از صنعت خودرو در دهه 60 www.link.com,FEAR
کوت، ۹ ساعت پیش توییت جدید، ۶ ساعت پیش زرنگِ کی بودی تو؟ :)) www.link.com,HAPPY
" « آنکه به معشوقش خیانت میکند، گمان مبر که به میهنش وفادار بماند»
چه جمله نغزی گفته اند جناب پرویز خان زاهدی.
از  رمان  «کابوس…",HATE
والا هرکاری از آدمیزاد برمیاد,SAD
" انه من #سلیمان و انه بسم الله الرحمن الرحیم
یک عصر زیبای تابستان در آریزونای آمریکا
گویا پلها و قطارهایشان هم مثل ناوه…",HAPPY
 قدیانی: خانم نیلوفر بیانی متهم ردیف دوم پرونده زندانیان محیط زیستی در گزارشی از وضعیت خود شرح داده که بازجویان اطلاعات سپاه برای گرفتن اعترافات دروغین از وی او را مورد شدیدترین شکنجه‌های فیزیکی و تهدید‌های جنسی قرار داده اند,HATE
 ما در ۳۲سال گذشته پس از #قتل_عام۶۷، در این باره صدها و هزاران کنفرانس و تظاهرات و راهپیمایی و دادگاه‌های سمبلیک مردمی…,SAD
منطقیه :)) ولی من به مهاجرت به تغییر فرهنگ و آینده خودم نگاه می‌کنم,HATE
منم چون زنم له نشه مجبورم بالشمو بغل کنم پامو بندازم روش دیگه ,HAPPY
من که کلا با رک بودن موافقم ولی نمیدونم حس میکنم طرف منحل شد کلا :))),ANGRY
 یعنی زندگی تو یک کشور عادی چطوریه؟ نه جدی.,ANGRY
@username @username خب در این صورت توعم هاری داذی.,HATE
کاش این گزینه اقدام اول بود ، اگر اتفاق بیوفته امریکا خود به خود گروش رو گم میکنه ، چون دیگه لازم نیست واسه ارض موعود یهود هزینه بده !,ANGRY
آقای صادقی یا هنوز ایران نیستید یا خبرهای تخت‌های بیمارستانی به گوشتان نرسیده راستی امروز پزشکان فرانسه اعلام کمبود تخت و تجهیزات پزشکی کردند ایتالیا جایی برای بیماران ندارد و مجبور جوانها را فقط نجات میدهند چرا اینها از پزشکان بدون مرز کمک نخواستند دلیلش چیست امریکاهم بخوان ,SAD
از حجم منابع در دسترس نفس‌مان گرفت و درست‌وحسابی از هیچ‌کدامش استفاده نکردیم. شب‌ها بیدار ماندیم. صبح را تا ظهر خوابیدیم. صبحانه‌مان را ساعت سه ظهر خوردیم. ناهار را چند ساعت بعدش. شام را تکه تکه کردیم میانِ ساعت‌های شب تا صبح.,ANGRY
@username نوتروفیل خونش رو به زور داروی امام کاظم علیه السلام و ژل رویال بالا نگه داشتیم مریض بشه که واویلاس,ANGRY
" از آخوند و بچه آخوند بیشرف تر داریم آیا؟ ""دولت میگه سازمان بودجه برنامه نوشته ، من نمیتونم خارج از اون خرج کنم به ملت"" ""همینه که هست نمیخواید بزنید بیرون از ایران… ما سازمان بودجه داریم"" ""مردم ما توقعشون رفته بالا"" انتظار دارید با این کسری بودجه بیش از ۵۰ درصدی سال ۹۹ شهرها",FEAR
@username اتفاقا خودمم به این فکر کردم که ممکنه یه توییت شخصی رو تغییر بده,SAD
شدت خفگی اقتصادی رژیم در پرتو استعفای یک مربی فوتبال #Iran #IranRegimeChange,SAD
 @username @username درود بر کردهای قهرمان که همیشه خار چشم ج.ا بودند. #کولبر_نکشید #RescueEbrahimi,HATE
درسته، سلبریتی باید پاچه خوار و نون به نرخ روز خور باشه و مدام برای استبداد کف و سوت بزنه و تَکرار کنه. در غیر این صورت حق اظهار نظر نداره,SAD
قیافه ی احکام صادر شده برا زندانیای سیاسی بعد از شنیدن این جمله: www.link.com www.link.com,HATE
روحانی قرار استعفاء بده قبل از اینکه نمایندها استیضاح کن که این خیلی بد,HATE
@username @username اره ... اندرویدش تو بیشرفی بالاترین اندرویده,ANGRY
اینکه عده ای در تلویزیون برای مردم فیلم تولید میکنند جای تقدیر و تشکر داره! علی الخصوص در این ایام خاص! اما یک سوال: اگه فیلم وارد اتاق خواب این زوج نمی شد بهتر نبود؟ آیا بهتر نبود این حریم حفظ بشه؟ آیا اگه دوربین وارد حریم خصوصی خانواده نمیشد از ارزش های کیفی فیلم کم میشد؟ ,SAD
"@username 😂😂😂 اونقدر قهوه آسیاب کردم مچ‌ام قوی شده😎😁😂😂
بعدشم کسی که هالیدی می‌ره نیاگارا به من و این منظره نمی‌تونه بگه کوفتت بشه😎😁👍❤️",ANGRY
ما مردم ایران تا زمانی که فقیر و گشنه اییم تموم این حرفها برامون دروغه آقا اصن نمیخواهیم با فقر به خدا برسیم,HATE
از سولاخ کص ننت دراومد احتمالا,ANGRY
تو تمام کشورهای اطراف این اتفاق میافته!! خوبه ترکیه ۱۰ روز پیش بود لوله گازشو زدن!! مسیولیت کنترلش با ترکیه بوده از اونجا حمله کردن. البته ایرانم مقصره که باید مرزبانی رو مجهز کنه!!,SURPRISE
ما کع میریم دور دور گردشگری از همین جا اغاز میشع,HATE
بهترین چیزی که امروز میتونستم بشنوم. ,HAPPY
البته باید اون جریانات پیش میومد تا الان برسیم به اصلاح طلب اصول گرا دیگه تمومه ماجرا =)),HAPPY
" باور کن روحانی و کابینش چنان ضربه‌ای به اعتبار نظام زدن که هزاران ضدانقلاب نتونستن بزنن.

#قالیباف_رئیسی_کمک
#مجلس_انقلا…",ANGRY
" ایران دومین صادرکننده بزرگ گاز و سومین صادر کننده بزرگ نفت در جهان است.
۳۲ ساله که تمام این منابع در اختیار فرمانروایی زنگنه…",SAD
هجدهم #فروردین سالروز #اعدام #امیر_عباس_هویدا است. او تنها دولتمرد #ایران بود که در زمان اعدام هیچ چیز که از آن خودش باشد نداشت. او هیچوقت چیزی از خودش نداشت. ,SAD
حالا من حس خوبه اولین گوله برفیی که با نشونه گیری بسیاار دقیق به سر کریمی زدم هیچ وقت یادم نمیرهه:)))),SURPRISE
وابسته‌ یک دمیم و آن هم هیچ است... #خیام,HAPPY
یکی هم داشت: ژینا گل من گل خوشگل من...!,HAPPY
اولین آدم فضایی در مریخ به ویروس کرونا مبتلا شد. تحقیقات تأیید کرده‌اند اولین مورد ابتلا در این سیاره فضانورد ایرانی بوده است!,SURPRISE
سابقه بنده نشون داده هر بلایی هم اومد بازم دست از کار نکشیدیم ولی خداوکیلی خواب شب رو بنده تقریبا ۳ سالی هس از دست دادم,FEAR
پس نفرین عامون بر تو باد نامرد ,HATE
" عفو بین‌الملل فاش کرده که دولت تقاضای سازمان زندان‌ها برای ارسال تجهیزات مهار کرونا را نادیده گرفته است.

دولت شیوع کرونا…",HAPPY
"@username صدا سیستم گوشیت بازه؟
من یه همچین چیزی دارم تو گوشیم که معمولا رو صفر میذارم ولی بازش کنی صدای کیبرد و قفل کردن کردن گوشی و این چیزا میاد
 منظورم اینه 👇🏻 www.link.com",FEAR
اون نقطه که دیگه هیچی مهم نیست دیگه دلت له شده دیگه اون که باید حرف دلتو نشنید اونجا ته دنیاست.,FEAR
جالبه کسانی دم از شهید وشهادت میزنند که 17000 نفر بیگناهی را که یا خادم ملت بودند ویا کارگرانی بودند که به اسلام و دین معتقد بودند ویا بعصا کسبه ای بودند که به امام وراهش اعتقاد داشتن واکنون تفاله های ضدانفلاب را که در ستیز با اسلام ومسلمانان بدرک واصل شده اند شهیدشان مینامند.. ,SURPRISE
درسته ولی پاکستان و آذربایجان و اسراییل چرا,FEAR
طرفو تو تظاهرات سال ۸۸ کشته اند (#مصطفی_کریم‌_بیگی) مادر داغدیده اش اعتراض کرده (#شهناز_اكملى)برای مادر حکم زندان بریدند! طرف رو تو تظاهرات #آبان_خونین ۹۸ با شلیک گلوله کشتند(#پوریابختیاری) بعد پدر داغدیده اش اعتراض کرده (#منوچهر_بختیاری) انداختنش زندان!! عجب حرومزاده هایی اند!,HATE
جالبه پیدا کردن یه بنده خدایی در طول سال از پیدا کردن رئیس جمهور سخت تره...نزدیک انتخابات که میشه کاملا خودجوش به همه جا سر میزنه و میره بین مردم!!! #زاهدی #نماینده #انتخابات_مجلس #کرمان,SURPRISE
مرحوم قطعا انقدر زنده موند که گهی رو ( رهبری خامنه ای ، قدرت گرفتن سپاه، سلب قدرت مجلس وخصوصی سازی) به ملت ایران ببنده که ۷ نسل بعدش نتونن پاکش کنن و بدینگونه ماموریتش رو به سر انجام برسه,ANGRY
" چرا این آمریکایی ها امروز اینطوری شدن؟ زدن به سیم آخر 😁😁
#SaveNavidAfkari 
#اعدام_نکنید www.link.com",SAD
" نفری ۵ تا توییت و ۲۰،۳۰ تا ریت کنید توفان به یک میلیون برسه..
 #SaveNavidAfkari",HATE
واقعابحث به فضای توییترمیخورد ,HAPPY
والا این کیسه کشا معلوم نیست سیستم بدنشون چجوریه بعید نیست:)),ANGRY
بیرون ز تو نیست آنچه میخواسته ام فهرست تمام آرزوهای منی #شیفت_شب,ANGRY
من حتی صدای کوه‌ها را می‌شنوم که روی کناره‌های آبی‌شان بالا و پایین می‌پرند و قهقهه می‌زنند و کمی پایین‌تر توی آب ماهی‌ها گریه می‌کنند و اشک‌شان رودخانه می‌شود شعر از:#بوکوفسکی #عاشقانه‌های‌شبانه ⚘ #شيفت_شب ⚘,ANGRY
من بازم خیلی خوب متوجه نمیشم الان منظور پدر بچه‌ست؟ اگر پدر بچه هست و قصد داره اندازه‌ی مادر بچه تو زندگی اون بچه نقش داشته باشه مطمئنن نظرش پرسیده میشه اگر منظور به بچه‌ست که تا ۳ ماهگی که سقط (عموما) انجام میشه که بچه تیکه گوشتی بیش نیست!,SURPRISE
دختران این شِکلی زمان خواستگاری با چشمهاشون موقع خداحافظی؛ جواب مثبت رو میدن؛؛ باید باهوش باشی اینو حس کنی؛؛؛ ,FEAR
چقد نسازی تو هرچی من میگم مخالف میزنی ,SURPRISE
@username ناشکری نکنید بچه‌ها دارن تلاش میکنن ربنای شجریان یه ماه رمضان پخش بشه دیگه,ANGRY
این روزا همش منتظر نذری بودم ولی دیدم بی فایده است هیچ کس برامون نذری نیورد برا همون دست بکار شدم برای نذری درست کردن ، عدس پلو پختم ، تو ظرفای یک بار مصرف ریختم و دادم به اهل بیت که نوش جان کنند ، با هر قاشق به همدیگه میگفتیم قبول باشه مطمئنم از هر نذري نذريتر شد و قبولتر ,ANGRY
 mo 501 1398/7/2 موضوع این گفتگو : می ترسم اگر طلاق بگیرم شوهرم پسرم را از من بگیرد... خانم 41 ساله ای از کانادا روی خط هستند و مسئله خود را اینگونه مطرح می کنند : همسرم 46 ساله هستند و 14 سال است که… www.link.com,SAD
بابا من ازت ناراحت نیستم اصن ، اره دی اکتیو بودم ,HATE
"@username #سهمیه_فساد که میگن یعنی این
بدون بازیکن دوپینگی و به دلیل نرسیدن مهاجم وحشی شون نرفتند جم
از اونور مربی تیم حریف هم رفت
به جای سه، هیچ بازی ناجوانمردانه تکرار شد
اون طرف هم داور سر فولاد رو برید تا تیم لوس آبی #سهمیه_وزارتی بگیره",FEAR
خیلیا واسه یک لقمه نون خودشون و به ذلت میندازن رفیق,ANGRY
از افتاخاراتم تو it ایران فقط میتونم بگم دوستای خفنی دارم ,HAPPY
حالا یه مطلبی هم من به شما بگم شما از سال ۵۸دارید جمهوری اسلامی جمع میکنید مرد هستید بیاید جلو جمع کنید.عین پیر زن ها فقط قور قور .اگه مرد کار هستی بیا جلو مرد نیستید از دور قور قور کردن فقط خودتون رو ازار میدید.,ANGRY
میشه بفرمایید کجاش ساختگی بود؟,SAD
@username @username اون احتمالا اولش برای عدم قطعیت بود دیگه، هرچند اگر شوهر پولدار داشته باشی گیر رئیس تخمی هم نمی‌افتی www.link.com,HATE
#StackItUp کیرم تو لری ,ANGRY
" 🔰 يا مَنْ ألْبَسَ اَوْلِياءَهُ مَلابِسَ هَيْبَتِهِ

🕋 ای که اولیایش جامه های هیبت پوشاند |
فرازی از دعای عرفه www.link.com",FEAR
گوزم تو اول تا آخرت ممد جاواد!!!! @username,SAD
من در مقابل همشوت سکوت کردم چون بحث بیفایده بود,SURPRISE
ثابتی تو آمریکاس بفرست سراغشون شکنجه شون کنه به جرم جمهوری خواهی,ANGRY
@username زورم تا همونجا بیشتر نمیرسید,ANGRY
نصف شبا باید همون نامجو گوش بدم، کارم به اینجا نکشه.,SURPRISE
حالا چرا ناراحت شدی! ,SURPRISE
این توییتو با دقت بخون صاحب توییت,ANGRY
تایملاین شما هم همینقدر #گه‌مال هست یا فقط مال من اینجوریه؟,HATE
دقیقا همون میاد که امادش نیستیم منم اون شب گفتم چانیول نباشه اماده نیستم حالا صاف چانیول بود #MAMAVOTE #exo @username,SURPRISE
چقدر از کون شاه میخوری ، مگه ننتو گاییده آنقدر کینه داری ازش؟؟؟ بدبخت روسیه و چین و کره شمالی رو ببین آخر و عاقبت کمونیسم ، من شاشیدم به اون دانشگاهی که تورو راه داده دکترا بگیری ، البته اگه راست بگی، تو باید بری تو طویله ، اسبارو غشو بکشی، مرتیکه مزخرف,SAD
 #کارتون اشپیگل در شماره جدید این هفته: کردها: ما متحد شما بودیم! ترامپ: متحد اوباما [بودید، نه من]! www.link.com,SURPRISE
" مگه قرار نشد دنیای امروز دنیای گفتمان باشه، حتما این جنگنده‌ها هم اومدن مذاکره کنن!
تحلیل‌های مرحوم زبان‌زد خاص و عام بود!
#ا…",SURPRISE
به زودی نمایندگان مجلس انگلیس تو را اخراج خواهند کرد و روزهای مذاکره با ایران را نخواهی دید.,FEAR
"اونقدر حواسمون بود که بقیه ناراحت نشن که
الان خودمون تبدیل شدیم به یه  آدم ناراحت",SAD
تا حالا شده از شدت خستگی و فشار کار خندتون بگیره و نتونید خودتونو کنترل کنید. با یه دانشجویی کار می‌کنم که خیلی رسمی با هم رفتار می‌کنیم یوهو افتادیم رو دور خونده و تمومی نداشت قشنگ مثل دیوونه‌ها حالا اون خندش تموم شد من بیخیال نمی‌شدم فکر کنم من اورژانسی‌ترم,HAPPY
همه ما پسر اصفانیا اگه حد رعایت کنیم و لوس یا خُنُک نشویم...شیرینیم ,HATE
"ای فصل غیر منتظر داستان من!
معشوق ناگهانی دور از گمان من

ای مطلع امید من ،ای چشم روشنت
زیباترین ستاره‌ی هفت آسمان من

آه ای همیشه گل که به سرخی در این خزان
گل کرده‌ای به باغچه‌ی بازوان من

در فترت ملال و سکوتی که داشتم
عشق تو طُرفه حادثه‌ی ناگهان من",HAPPY
میخواد پررو بازی در بیاره چون ستین گذاشتتش تو ترکیب :) دیگه این حدسو نمیزنه که ستین کسخله :)),SAD
@username @username غبطه خوردن به دوستی ما تا کجا آقا علیزاده,FEAR
تسلیحات ارتش چکاره بود تو اونموقع یه قل دوقل بازی میکردی,ANGRY
ببینید چه قشنگ و تر و تمیز از گستره ی حوزه نفوذ ما تو منطقه اسم میبره ، البته با پرروئی و دست پیش گرفتن هم داره این پیروزی رُ به نفع خودش مصادره میکنه ,SAD
اگ پیج چن بود باید اعضا فالوش میکردن...این کارو کردن؟ #FallForMyDear#CHEN @username,SAD
ریزش رای ترودو دلیل اقتصادی داره . اتفاقا به خاطر هماهنگی حزب محافظه کار کانادا با ترامپ ، مردم برای کم شدن مشکلات اقتصادی به شیر رای دادند و اتفاقا رای بالایی آورد . همین حمایت اقلیت ها مثل بومیان جلوی انتخاب محافظه کار رو گرفت . (بنده به هیچ کدوم از این دو حزب تعلق خاطر ندارم),FEAR
"@username 😑😑😑هعی 
وقتی سایت دانشگاه رو فیلتر میکنن
چه انتظاری داشته باشم
اینا خودشونم با خودشون درگیرن
@username
@username",ANGRY
جنبش عدم تعهد باید پایه‌گذار قدرت جدیدی در جهان شود www.link.com,ANGRY
بحث به این تخصصی ما کی باشیم نظر بدیم...کلی ریزه کاری داره,SURPRISE
به قول ترامپ كه اين يك هوشتار نيست يك تعديد است,SAD
منم همینطور. کثافتا شما سکس میکنید تو این وضعیت مملکت؟ www.link.com,ANGRY
نمیدانم. اینجا را باید متخصصان حقوق بین الملل کار کنند و دلیلی برای ایران پیدا کنند. حمله پیشدستانه جهت احتراز از جنگ میتواند دلیل خوبی باشد، آنهم وقتی که حاکم دوفاکتو سعودی، بن سلمان اعلام کرده بود جنگ را به خاک ایران میکشاند و تمام تلاشش را در این جهت کرده بود.,ANGRY
تو تایملاین من نفر پایینی نوشته با نفر بالایی میخام ازدواج کنم!! از شانست پسره ,SAD
